clue_id,confidence,difficulty,transcript,clue_word_frequency,duration,clue_latency,clue_number_latency,speech_rate,speech_ratio,articulation_rate,pause_count,pause_mean,pause_max,pause_before_clue,pause_mid_speech,filler_count,repetition_count,disfluency,verbal_hesitation_count,meta_comment_presence,pitch_mean,pitch_std,pitch_slope,pitch_rise_end,pitch_range,pitch_p25,pitch_p75,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,energy_mean,energy_std,energy_range,energy_p25,energy_p75,jitter,shimmer,hnr
13,3,4, I'm just going to shoot something. Device 2.,4.67,30.912,25.62,0.1999999999999993,0.2587991718426501,0.4299301242236025,0.9029345372460498,33,0.5345454545454544,4.859999999999999,0,1,1,0,0.8892417550086975,1,0.5,181.87109724105676,50.96942776837158,5.719807450462411,6.5526284070749625,286.60676124254235,166.89572450298948,195.2746878722753,-287.11234,69.99169,80.822586,24.609608,32.598198,17.267586,22.405386,11.4479885,17.0487,8.924742,12.796219,9.917259,6.506392,11.467699,10.869349,7.5797963,5.863461,6.0293055,7.5009565,5.3006573,5.296721,4.649082,4.6945148,6.7254486,3.0413737,5.291469,0.04892232,0.0869884,0.7001754,0.015585961,0.027554907,0.02662932408277353,0.12095883390657124,13.589288309481462
14,4,4, transport three,4.68,68.544,60.72,6.259999999999991,0.029178338001867414,0.973827030812325,0.0449438202247191,27,0.06666666666666668,0.24,1,0,0,0,0.9996225833892822,0,0.0,209.82797481329774,26.682622785572004,1.4962897343609192,-9.735643711783752,171.3559102985102,199.40993862074905,229.2637134410591,-246.06615,49.74654,76.84667,15.099307,30.646065,12.211218,23.12581,8.130668,15.174641,6.899707,13.882224,6.7182508,8.120256,7.370762,9.644579,5.4145327,6.2694607,4.942447,6.284889,4.762926,4.7853694,4.104181,5.234485,4.2004333,3.0458238,4.2904625,0.045905195,0.087683104,0.9228863,0.022969184,0.035558052,0.014969344074891798,0.06657752312263161,12.254269849575431
15,4,3, Uh... I'm gonna go again. Travel. Three.,5.0,17.0026875,12.44,3.5000000000000018,0.41169962101579527,0.3158324235506887,1.86219739292365,10,1.1640000000000001,3.15,0,2,0,0,0.9905182719230652,1,0.0,187.1279340598342,32.15107792484438,0.7600434428500211,56.287752758975614,174.35519386565323,175.67706079786723,202.70667319452153,-374.992,175.04181,16.160278,26.41629,-0.861122,7.085622,0.9721948,5.340106,-0.9557313,4.6457577,-1.8662772,5.333388,-0.98504156,4.1078663,0.2291927,2.6207902,0.34143463,3.4216309,0.9279335,3.8391473,0.3568245,3.0145082,-0.3695629,2.7148194,-0.8040505,3.173692,0.03921449,0.086452216,0.61552113,0.0,0.0328865,0.012179789776420624,0.05379649921548295,20.439520913242546
16,3,4," You know what? I can do them. You could do them one by one. Yeah. Now make it fun. The thing is it doesn't matter really. I do two, I do two. Okay. Okay. Face Two.",5.45,64.9493125,39.64,0.14000000000000057,0.5542783843939841,0.9616729969235625,0.7044508485430675,20,0.12449999999999997,0.63,0,8,0,1,0.6204590797424316,3,0.2,175.95437700511158,54.70217771891137,-0.5136764175844913,23.957216979994683,213.2429337733899,117.98145551381172,217.92515437621694,-289.24063,98.2275,69.44937,29.864693,23.647842,18.441778,15.749658,13.025947,9.610315,10.877703,8.003431,12.155046,2.980869,10.48279,5.924281,8.36236,3.0352674,7.479497,3.2463589,7.186344,2.532539,6.332377,2.1586547,6.5231395,0.70274216,6.0316777,0.04299171,0.08955345,0.65295047,0.0066391435,0.023548527,0.015360785080557432,0.08423495231288557,17.132449017743493
17,3,5," Okay. I'm a shoe with a tongue. I have some foot fetish person, God. Then I'm supposed to say that in recording. I don't know. Okay. Let's see. Okay. Okay. Okay. Okay. I look a little bit. Can you do this one? Difficulty 5, C, 2.",5.06,89.9093125,20.8,0.21999999999999886,0.5116266460162289,0.2572592243990299,2.853437094682231,49,1.362857142857143,24.96,1,11,1,3,0.9310444593429565,8,0.5,169.59557581881845,63.17945666339938,-0.27791892262437284,6.492168554833086,323.0535051377281,106.02250238462949,213.88850072890995,-369.26193,122.44441,20.095016,37.542603,4.002905,12.3643265,2.9467592,9.814704,0.90814584,6.9238663,0.3470646,5.774033,-0.80222356,4.852017,-0.21615824,5.319481,-0.45448798,5.10061,-0.40108392,4.488811,-0.39645857,3.75333,-0.8488631,4.4168925,-0.8619981,3.671394,0.032592874,0.093509756,0.93636185,0.0,0.00399647,0.021777206618788306,0.08130109973992516,16.829370739897584
18,4,2, Focus. You might mess it up. So I need your focus here. I might Animal,4.81,19.5626875,11.56,0.0,0.7667658137461941,0.23923093388881256,4.273504273504273,10,1.491,7.319999999999999,1,1,2,0,0.9400138854980469,3,0.5,183.33034174548976,63.29283828274437,3.878118696480633,98.73333381755185,317.4180358063535,152.24082530837256,224.83430937817616,-378.47464,170.16954,14.0088625,26.896877,-2.6876895,7.7016954,-0.734362,5.164677,-1.0560217,4.3824806,-0.7495246,3.9779398,-1.4037789,4.0170894,-0.7708983,3.892056,-0.038351946,3.9799187,-0.2555378,3.0799508,-0.10028985,2.4847963,-0.16171783,2.9252615,-0.6976922,2.706788,0.035207506,0.083856285,0.6283437,0.0,0.0011851725,0.019840705167674385,0.07640659686057719,15.05413495117545
19,5,1, per se en de,5.55,4.992,3.92,0.0,0.8012820512820513,0.7271634615384616,1.1019283746556474,6,0.17,0.36,0,0,0,0,0.9996464252471924,0,0.0,177.78891037370744,51.82231502570983,28.866368505660507,16.958238528918486,171.88200632526537,113.47038609717438,221.96466149568067,-295.28583,165.49109,64.39233,43.107643,14.175285,16.24461,8.094654,13.749478,-1.0514047,9.559375,-5.809864,11.173387,-10.16658,12.034284,1.4488304,9.75314,1.1614417,10.86991,-2.6567168,6.32344,-2.068841,5.7231946,-1.5566655,4.2155533,-1.0249006,4.599274,0.06810349,0.07201474,0.26990968,0.0016698795,0.12514177,0.030832597622900818,0.09506027089827314,15.566479959481235
20,5,1, Too Jingle Bell.,4.81,10.9226875,10.56,-10.56,0.274657679257051,0.9036237647556976,0.4052684903748734,3,0.36000000000000004,0.48,0,0,0,0,0.739546000957489,0,0.0,165.863278069996,39.52126751431916,8.613439098352355,-20.712253345168733,139.75506463703994,161.9875710362639,192.51087924094506,-265.26004,57.693806,79.02136,27.88342,28.112268,15.052861,22.085075,11.181986,13.606839,10.386604,10.373463,9.950412,6.555558,7.7498784,8.878961,5.9448786,6.0099263,5.623943,6.380169,5.7495747,2.8708954,5.1821394,2.3223085,6.497373,0.8939414,5.0649285,0.05255678,0.08426839,0.49431342,0.015109197,0.02744983,0.015264680301267007,0.06921488193815235,17.895970844164587
21,4,2," Can you try saying something? Hello! Hi, hey, hello! Is it working? Yes. Third. Should I start? Yeah. I'm never... Okay. Then... Fly... Three.",4.75,20.992,18.82,1.0599999999999987,1.1432926829268293,0.6216653963414633,2.375478927203065,22,0.3531818181818182,0.99,0,8,0,0,0.5244778394699097,3,0.07692307692307693,214.88709827805985,49.30892735593193,-1.4663209447892642,-88.99372787240745,270.8073287229005,188.1350525080565,234.31039148900874,-261.90573,78.80418,92.736534,29.106922,19.194221,23.031004,20.755924,15.846874,6.778093,14.526723,1.5438666,15.054349,-4.3170333,15.097527,3.3182096,9.414193,3.6108227,7.950212,7.197566,6.3662467,2.166774,6.6292524,2.1007967,7.177305,0.35807875,5.577928,0.06266386,0.0777496,0.39246997,0.011517052,0.09487561,0.020586843265807588,0.10169621338990208,15.119908559222752
22,2,4," Hmmmm Okay Yeah, the answer is OK. And that question here is the question. Do you bring Hobi or Hobi?",3.94,28.6933125,28.82,0.0,0.6970265283940291,0.07841548444432828,12.0,4,6.614999999999999,23.88,0,1,2,0,0.99944669008255,3,0.3333333333333333,225.72766802053752,42.22389927075088,0.3855572561099635,-30.082208695981194,261.6434615970552,204.47126525754297,230.21332346135324,-443.8864,107.73912,4.9046144,18.98385,0.8473539,4.255718,0.88671345,5.536669,-0.24297783,4.8790135,-0.16315758,2.4866061,-0.34454003,3.132918,-0.17825975,2.71423,-0.45664877,2.816906,-0.3196833,2.3094766,-0.18527527,1.5263484,-0.12695351,1.5169433,-0.23657574,1.9404967,0.023298886,0.09407912,0.56376326,0.0,0.0,0.028958890475408467,0.08694833733572335,16.7195391935027
23,2,4, Okay. Monster 2.,4.49,39.616,39.480000000000004,1.3999999999999986,0.07572697899838449,0.9367427302100162,0.13473457289140395,17,0.14823529411764705,0.75,1,0,0,0,0.8158935308456421,1,0.5,215.17312906046553,48.17325408469379,4.0863555873780495,3.025520042234689,209.71389941850853,198.09205280179168,234.41666958411668,-316.11176,57.258907,68.75384,19.39601,32.84196,13.138461,24.074074,8.173039,15.710831,7.8776484,12.274977,9.030692,8.434432,8.935011,8.51899,5.282934,6.0085287,6.011099,6.37316,5.124231,4.496446,4.9978995,3.8241603,4.622238,3.5892751,3.8642642,0.034389738,0.093636386,0.88623464,0.009919712,0.016580395,0.02551644123441493,0.0960326041274605,16.03367514849867
24,2,4, Let's say childhood Three,4.51,11.424,6.4,4.48,0.350140056022409,0.3650210084033614,1.1990407673860912,5,1.236,2.19,0,0,0,0,0.7934722900390625,0,0.0,232.80492158625606,36.481763907952455,-10.045393279318274,-56.744916570684154,141.06167424788626,227.21733477764906,261.11496453046556,-366.50342,156.0634,19.727154,34.457695,2.150667,10.10984,4.7278214,12.264618,-0.4253338,7.368507,-1.7148454,7.5227046,-2.0538058,6.4839134,-1.3006341,5.5160203,-0.7299396,6.014638,-0.57594424,4.6524577,-0.9154051,4.2272296,-0.10250567,4.393944,0.19345671,3.609783,0.04358755,0.088272445,0.57461,0.0,0.041690655,0.01644547398967296,0.07022942483584903,17.944889303514458
25,3,2, animal,4.81,22.9973125,21.0,0.0,0.043483341803525956,0.9170636786363624,0.1422475106685633,1,1.92,1.92,0,0,0,0,0.9996390342712402,0,0.0,244.22982526812638,25.04828139439727,136.80081288286044,9.995451440313587,79.32605554570702,227.06670418368796,266.5763118065463,-305.5089,58.103165,70.40091,19.413202,29.74379,13.78165,22.741354,7.8317575,14.300987,9.853328,13.102199,6.6724358,7.5279565,8.407068,8.071008,6.761868,6.926135,4.3073277,6.370901,4.2844644,3.6479821,4.897536,4.444359,4.213632,3.7570016,4.1193924,0.032129895,0.09237119,0.79316986,0.010341972,0.019142324,0.014975696239261954,0.07633717168890457,18.68260658094208
26,2,4, Alright.chet. Okay. Feed. Two. Feed.,4.99,56.096,53.24,3.1199999999999974,0.08913291500285225,0.10535510553337138,1.353637901861252,16,3.1368749999999994,20.279999999999998,1,3,0,0,0.9468507170677185,2,0.16666666666666666,211.90128853501292,31.109236124640095,-0.209539808465026,-34.15859913654441,192.15694390915863,196.3781579627054,220.33604425921152,-368.78677,75.4799,6.2909617,22.474586,0.9562844,7.4791465,1.039264,5.3754625,0.10987022,4.1072245,-0.011458168,3.7867239,-0.29424033,3.932555,-0.24143794,3.1341565,-0.21268025,2.6560092,0.031151362,2.194215,-0.012833844,2.089553,-0.22569712,2.2856658,-0.21177863,1.9816883,0.018620051,0.09721613,1.2791041,0.0,0.0,0.021402261291852118,0.0980749918923715,14.744415230792457
27,5,1, A Rob 글 A Rumble time,4.24,15.84,15.56,0.0,0.3787878787878788,0.4015151515151515,1.257861635220126,14,0.677142857142857,2.31,0,0,0,0,0.9997054934501648,0,0.0,201.6930437783045,34.08606852465694,0.9679235472305124,-26.90436468873719,209.0032737520326,184.3601861058099,207.97675894936538,-309.44165,60.113956,84.37506,22.580414,28.535418,14.598802,19.31291,10.981502,6.029538,11.690541,8.271257,8.657611,4.550932,9.814323,7.9508057,5.8596435,3.9659731,7.5343924,6.8199167,4.626311,4.080247,5.1293793,3.183281,6.5688972,3.571962,5.5248833,0.043664224,0.08976214,0.5460264,0.009615702,0.016173262,0.020863527548646642,0.07518024738205943,20.076125522789145
28,4,1, And now Liberty.,4.34,3.4986875,1.46,0.0,0.8574644062952178,0.9174869147358831,1.557632398753894,1,0.3,0.3,0,0,0,0,0.5604609847068787,0,0.0,214.10276917405702,27.634990489210473,11.700132728209864,14.5526413849027,271.06099757083064,204.7571046490307,226.16084435760692,-303.9464,86.90786,89.38045,39.661797,16.941994,22.02292,11.284337,22.132774,0.66922855,13.0719185,-0.24257106,13.47002,-2.3697813,13.681025,-2.5240414,10.782238,-0.49671096,7.502624,3.2143862,5.689214,-1.7151862,8.255934,-0.39129773,10.040678,2.3857017,8.412998,0.0665799,0.0741046,0.25192282,0.005212903,0.12428719,0.014643181031391925,0.06874010496145014,18.60795441981637
29,3,3, yeah okay time two,6.29,44.8,42.059999999999995,1.7600000000000051,0.08928571428571429,0.09709821428571429,1.3793103448275863,13,3.1061538461538456,11.1,1,2,2,0,0.999647855758667,2,1.0,197.14195040317782,20.12921188857788,-0.6400344175474032,-23.941982051372037,141.9980994530717,189.2222054870135,209.9715134739689,-413.3443,101.84888,6.00171,20.21821,0.89049065,5.662477,1.2407113,4.964425,0.21625215,3.6823013,0.07090926,4.045111,0.023753388,3.2380252,0.018709846,3.0175927,0.06518595,2.3104787,0.075063564,2.1105106,0.029229183,1.555762,-0.10340808,1.776342,-0.29050073,2.3078182,0.022944206,0.09170363,0.78885514,0.0,0.0,0.02047636979451953,0.06769795318896842,20.45917094341617
30,3,2, Let's do ancient tool.,4.68,8.672,8.42,0.0,0.46125461254612543,0.3321033210332103,1.7361111111111112,5,1.146,5.069999999999999,0,0,0,0,0.9086868166923523,0,0.0,206.21456033864487,44.26190435865719,6.149992898717992,-31.193330608770452,256.9358502054556,190.27841542553398,203.27779954484868,-387.708,201.77846,16.543863,29.18665,0.79997104,5.776011,3.0425262,7.5457306,-1.0461947,5.355919,-3.1482859,7.237462,-3.739707,8.059293,-1.5372055,5.8481956,-0.29646137,5.6345253,-0.13124028,4.816473,-0.35519448,4.02117,-0.829514,3.2829647,-0.06425483,3.3371532,0.049630746,0.08252354,0.300752,0.0,0.08552478,0.013446720010920885,0.07691523994479812,15.695044522492134
31,2,4," Okay. Now concentrate, concentrate, think logically, mice or mouse, tool.",4.31,31.008,29.64,0.0,0.32249742002063986,0.9645897832817337,0.7355399531929121,15,0.074,0.3,0,3,0,1,0.9314114451408386,1,1.0,186.9111623452132,21.123124740892745,-0.10790572901413337,-26.432263120348637,139.24353981114155,175.39608850162196,195.61799001287156,-298.7005,86.52904,59.553818,33.74494,25.22493,18.388353,19.98294,14.23819,8.578231,11.414349,7.1634207,11.945334,5.58603,10.4942,5.246226,7.719399,4.128503,7.617057,5.867684,6.52954,1.699792,5.4884477,2.3413892,5.305139,2.2426867,5.520995,0.042247023,0.090161294,0.91446507,0.0064812754,0.020514853,0.02300357974711206,0.09730431178396456,14.441818417224859
32,2,5," Okay, one word and hope for the best.",4.97,21.568,3.92,1.1600000000000001,0.37091988130563797,0.9541913946587536,0.5344995140913509,2,0.495,0.57,1,0,0,0,0.8845661282539368,1,1.0,192.1347211879578,32.86475412411995,-1.820040933986758,-23.324815664997573,164.06682367221754,190.46761476003132,208.4850917567352,-256.4013,75.03548,75.3211,27.761581,20.566193,16.308615,18.325325,12.361429,7.150907,13.104499,8.036387,11.272038,4.2143674,10.927963,5.8739605,7.6683836,6.6352983,6.3726726,6.3596497,5.6017756,2.8877735,5.200397,3.3476408,5.52496,1.365797,5.5048046,0.048144814,0.087173894,0.76002663,0.011987888,0.028666643,0.025364334257664576,0.09278855195349489,13.596074013281193
34,3,2," Hmm. Let's see. Okay, now we should place the red one as well. Oh, okay. Okay. Okay. Treasure 2.",4.17,36.608,19.4,0.16000000000000014,0.5190122377622378,0.2917395104895105,2.5280898876404496,31,0.8283870967741936,3.12,1,5,0,2,0.9994458556175232,6,0.7142857142857143,171.91327779229124,51.69593013886447,0.718051199742456,73.29010534176675,243.7019580638961,146.12481229032363,198.13346120527063,-399.92697,143.07715,21.70351,37.848557,4.5988674,10.699789,2.416618,9.002195,0.21004671,6.9154243,1.3594261,5.251126,-0.48729318,5.5429006,0.01860181,4.32748,0.19165075,4.2299666,0.26940578,3.811729,-0.26777303,3.558514,-0.23620088,3.805673,0.107383385,3.5609403,0.030304758,0.09204693,0.6583113,0.0,0.006647915,0.02305642526496697,0.10778809883752022,15.357019380576878
35,2,5, I'm getting veryансary.. Still have cream.. It still have butter and blue Oh yeah.. ok okay Nature 2,4.98,49.408,47.14,1.3999999999999986,0.3643134715025907,0.9599659974093264,0.5903436643474594,30,0.066,0.18,0,3,2,0,0.9975658655166626,3,0.25,174.9855339984615,43.81072786978555,-0.15542576890130136,23.330797370714436,210.44757500071154,170.22468686697593,195.77348431526116,-248.4178,54.360863,81.009766,19.027948,29.702154,10.909642,21.108,9.623993,13.225934,11.292349,13.185637,7.5005064,7.316836,7.2378435,8.438483,5.61702,6.6735387,5.689044,6.1957006,4.755883,2.9683404,4.6674013,3.10119,4.8855677,3.3142893,3.9869342,0.04495993,0.088334166,0.8408879,0.019728065,0.030612405,0.03696741405747618,0.12256852991467124,12.211030807918881
